"PlayerID","FirstName","LastName","Multiplicity"
8446173,"Jack","Evans",1
8446174,"Paul","Evans",1
8446177,"Alain","Cote",1
8446178,"Alain","Cote",2
8446179,"Ray","Cote",1
8446181,"Sylvain","Cote",1
8446182,"Stewart","Evans",1
8446184,"Bill","Ezinicki",1
8446187,"Bill","Fairbairn",1
8446189,"Bob","Falkenberg",1
8446194,"Gordie","Fashoway",1
8446195,"Alex","Faulkner",1
8446196,"Tony","Featherstone",1
8446197,"Lorne","Ferguson",1
8446199,"Sylvain","Couturier",1
8446200,"Yvan","Cournoyer",1
8446203,"Yves","Courteau",1
8446205,"Geoff","Courtnall",1
8446208,"Russ","Courtnall",1
8446210,"Craig","Coxe",1
8446213,"Mike","Craig",1
8446215,"Wilf","Field",1
8446217,"Murray","Craven",1
8446219,"Bob","Crawford",1
8446222,"Marc","Crawford",1
8446225,"Louis","Crawford",1
8446226,"Adam","Creighton",1
8446230,"Bob","Fillion",1
8446237,"Mike","Crombeen",1
8446238,"Doug","Crossman",1
8446242,"Keith","Crowder",1
8446243,"Shawn","Cronin",1
8446245,"Tommy","Filmore",1
8446248,"Sid","Finney",1
8446250,"Dan","Currie",1
8446251,"John","Cullen",1
8446252,"Troy","Crowder",1
8446253,"Gary","Croteau",1
8446255,"Bruce","Crowder",1
8446257,"Jim","Culhane",1
8446261,"Randy","Cunneyworth",1
8446263,"Brian","Curran",1
8446264,"Paul","Cyr",1
8446266,"Denis","Cyr",1
8446269,"Glen","Currie",1
8446279,"Tony","Currie",1
8446285,"Alain","Daigle",1
8446286,"J.J.","Daigneault",1
8446287,"Kjell","Dahlin",1
8446288,"Chris","Dahlquist",1
8446289,"Brad","Dalgarno",1
8446291,"Bob","Dailey",1
8446293,"Pat","Daley",1
8446295,"Ulf","Dahlen",1
8446296,"Rod","Dallman",1
8446297,"Ed","Finnigan",1
8446298,"Frank","Finnigan",1
8446299,"Marty","Dallman",1
8446300,"Alvin","Fisher",1
8446301,"Dunc","Fisher",1
8446302,"Joe","Fisher",1
8446303,"Vincent","Damphousse",1
8446305,"Jeff","Daniels",1
8446309,"Ken","Daneyko",1
8446311,"Dan","Daoust",1
8446312,"Sandy","Fitzpatrick",1
8446315,"Michael","Dark",1
8446317,"Richard","David",1
8446318,"Fern","Flaman",1
8446320,"Kim","Davis",1
8446324,"Reg","Fleming",1
8446329,"Mal","Davis",1
8446333,"Lee","Fogolin",1
8446335,"Gerry","Foley",1
8446336,"Rick","Foley",1
8446340,"Len","Fontaine",1
8446342,"Val","Fonteyne",1
8446343,"Lou","Fontinato",1
8446349,"Barry","Dean",1
8446353,"Lucien","DeBlois",1
8446355,"Dave","Debol",1
8446356,"Larry","Depalma",1
8446358,"Dean","Defazio",1
8446363,"Bill","Derlago",1
8446364,"Dale","Degray",1
8446371,"Ron","Delorme",1
8446372,"Gilbert","Delorme",1
8446376,"Robert","Dirk",1
8446378,"Guy","Delparte",1
8446397,"Martin","Desjardins",1
8446404,"Kevin","Devine",1
8446405,"Don","Dietrich",1
8446407,"Eric","Desjardins",1
8446408,"Rob","DiMaio",1
8446409,"Jack","Forsey",1
8446411,"Gus","Forslund",1
8446414,"Ray","Fortin",1
8446415,"Gilbert","Dionne",1
8446417,"Gerald","Diduck",1
8446418,"Peter","Dineen",1
8446419,"Gary","Dillon",1
8446420,"Wayne","Dillon",1
8446423,"Kevin","Dineen",1
8446424,"Gord","Dineen",1
8446430,"Marcel","Dionne",1
8446432,"Daniel","Dore",1
8446434,"Gary","Doak",1
8446435,"Bobby","Dollas",1
8446437,"Gord","Donnelly",1
8446443,"Andre","Dore",1
8446444,"Jim","Dorey",1
8446445,"Dave","Donnelly",1
8446448,"Dan","Dorion",1
8446449,"Mike","Donnelly",1
8446450,"Brian","Dobbin",1
8446452,"Clark","Donatelli",1
8446454,"Tie","Domi",1
8446455,"Per","Djoos",1
8446458,"Harry","Foster",1
8446459,"Herb","Foster",1
8446460,"Jimmy","Fowler",1
8446461,"Tom","Fowler",1
8446463,"Frank","Foyston",1
8446467,"Archie","Fraser",1
8446468,"Peter","Douris",1
8446469,"Jordy","Douglas",1
8446475,"Mario","Doyon",1
8446477,"Peter","Driscoll",1
8446482,"Jude","Drouin",1
8446484,"Bruce","Driver",1
8446485,"Kris","Draper",1
8446487,"John","Druce",1
8446489,"Gord","Fraser",1
8446491,"Harvey","Fraser",1
8446493,"Frank","Fredrickson",1
8446494,"Steve","Duchesne",1
8446495,"Norm","Dube",1
8446497,"Gaetan","Duchesne",1
8446498,"Rick","Dudley",1
8446501,"Donald","Dufresne",1
8446502,"Irv","Frew",1
8446507,"Luc","Dufour",1
8446508,"Craig","Duncanson",1
8446511,"Bob","Fryday",1
8446512,"Larry","Fullan",1
8446513,"Bill","Gadsby",1
8446514,"Art","Gagne",1
8446516,"Iain","Duncan",1
8446517,"Jerome","Dupont",1
8446519,"Vitezslav","Duris",1
8446522,"Blake","Dunlop",1
8446525,"Dave","Dunn",1
8446527,"Steve","Dykstra",1
8446530,"Andre","Dupont",1
8446531,"Ron","Duguay",1
8446533,"Richie","Dunn",1
8446535,"Norm","Dupont",1
8446538,"Miroslav","Dvorak",1
8446539,"Mike","Dwyer",1
8446541,"Mike","Eaves",1
8446543,"Rolf","Edberg",1
8446544,"Murray","Eaves",1
8446546,"Bruce","Eakin",1
8446551,"Mike","Eagles",1
8446552,"Germain","Gagnon",1
8446553,"Johnny","Gagnon",1
8446557,"Dutch","Gainor",1
8446558,"Percy","Galbraith",1
8446559,"John","Gallagher",1
8446560,"Darryl","Edestrand",1
8446561,"Don","Gallinger",1
8446562,"Dick","Gamble",1
8446563,"Gary","Gambucci",1
